2023-06-16 18:15:21,366: Experiment begins, dataset: Cora
2023-06-16 18:15:29,588: Parameter set 0001: hidden_dim = 08, lr=0.0050, smooth_fac=0.5000, weight_decay = 0.0001, mean test accuracy: 0.7087
2023-06-16 19:00:37,346: Parameter set 0340: hidden_dim = 32, lr=0.0085, smooth_fac=0.7000, weight_decay = 0.0001, mean test accuracy: 0.7557
2023-06-16 19:00:45,602: Parameter set 0341: hidden_dim = 32, lr=0.0085, smooth_fac=0.7000, weight_decay = 0.0003, mean test accuracy: 0.7423
2023-06-16 19:00:54,844: Parameter set 0342: hidden_dim = 32, lr=0.0085, smooth_fac=0.7000, weight_decay = 0.0005, mean test accuracy: 0.758
2023-06-16 19:01:02,830: Parameter set 0343: hidden_dim = 08, lr=0.0085, smooth_fac=0.8000, weight_decay = 0.0001, mean test accuracy: 0.7493
2023-06-16 19:01:11,996: Parameter set 0344: hidden_dim = 08, lr=0.0085, smooth_fac=0.8000, weight_decay = 0.0003, mean test accuracy: 0.7587
2023-06-16 19:01:20,636: Parameter set 0345: hidden_dim = 08, lr=0.0085, smooth_fac=0.8000, weight_decay = 0.0005, mean test accuracy: 0.7373
2023-06-16 19:01:28,318: Parameter set 0346: hidden_dim = 16, lr=0.0085, smooth_fac=0.8000, weight_decay = 0.0001, mean test accuracy: 0.7477
2023-06-16 19:01:35,790: Parameter set 0347: hidden_dim = 16, lr=0.0085, smooth_fac=0.8000, weight_decay = 0.0003, mean test accuracy: 0.7633
2023-06-16 19:01:44,608: Parameter set 0348: hidden_dim = 16, lr=0.0085, smooth_fac=0.8000, weight_decay = 0.0005, mean test accuracy: 0.752
2023-06-16 19:01:53,030: Parameter set 0349: hidden_dim = 32, lr=0.0085, smooth_fac=0.8000, weight_decay = 0.0001, mean test accuracy: 0.73
2023-06-16 19:02:00,737: Parameter set 0350: hidden_dim = 32, lr=0.0085, smooth_fac=0.8000, weight_decay = 0.0003, mean test accuracy: 0.7473
2023-06-16 19:02:08,253: Parameter set 0351: hidden_dim = 32, lr=0.0085, smooth_fac=0.8000, weight_decay = 0.0005, mean test accuracy: 0.7583
2023-06-16 19:02:15,712: Parameter set 0352: hidden_dim = 08, lr=0.0085, smooth_fac=0.9000, weight_decay = 0.0001, mean test accuracy: 0.7257
2023-06-16 19:02:23,240: Parameter set 0353: hidden_dim = 08, lr=0.0085, smooth_fac=0.9000, weight_decay = 0.0003, mean test accuracy: 0.7287
2023-06-16 19:02:30,710: Parameter set 0354: hidden_dim = 08, lr=0.0085, smooth_fac=0.9000, weight_decay = 0.0005, mean test accuracy: 0.7213
2023-06-16 19:02:39,733: Parameter set 0355: hidden_dim = 16, lr=0.0085, smooth_fac=0.9000, weight_decay = 0.0001, mean test accuracy: 0.7173
2023-06-16 19:02:48,884: Parameter set 0356: hidden_dim = 16, lr=0.0085, smooth_fac=0.9000, weight_decay = 0.0003, mean test accuracy: 0.7297
2023-06-16 19:02:56,515: Parameter set 0357: hidden_dim = 16, lr=0.0085, smooth_fac=0.9000, weight_decay = 0.0005, mean test accuracy: 0.74
2023-06-16 19:03:03,950: Parameter set 0358: hidden_dim = 32, lr=0.0085, smooth_fac=0.9000, weight_decay = 0.0001, mean test accuracy: 0.7393
2023-06-16 19:03:11,328: Parameter set 0359: hidden_dim = 32, lr=0.0085, smooth_fac=0.9000, weight_decay = 0.0003, mean test accuracy: 0.7053
2023-06-16 19:03:18,672: Parameter set 0360: hidden_dim = 32, lr=0.0085, smooth_fac=0.9000, weight_decay = 0.0005, mean test accuracy: 0.7343
2023-06-16 19:03:26,061: Parameter set 0361: hidden_dim = 08, lr=0.0090, smooth_fac=0.5000, weight_decay = 0.0001, mean test accuracy: 0.7237
2023-06-16 19:03:33,562: Parameter set 0362: hidden_dim = 08, lr=0.0090, smooth_fac=0.5000, weight_decay = 0.0003, mean test accuracy: 0.7397
2023-06-16 19:03:40,969: Parameter set 0363: hidden_dim = 08, lr=0.0090, smooth_fac=0.5000, weight_decay = 0.0005, mean test accuracy: 0.7483
2023-06-16 19:03:48,318: Parameter set 0364: hidden_dim = 16, lr=0.0090, smooth_fac=0.5000, weight_decay = 0.0001, mean test accuracy: 0.7233
2023-06-16 19:03:55,609: Parameter set 0365: hidden_dim = 16, lr=0.0090, smooth_fac=0.5000, weight_decay = 0.0003, mean test accuracy: 0.7213
2023-06-16 19:04:04,617: Parameter set 0366: hidden_dim = 16, lr=0.0090, smooth_fac=0.5000, weight_decay = 0.0005, mean test accuracy: 0.7337
2023-06-16 19:04:13,977: Parameter set 0367: hidden_dim = 32, lr=0.0090, smooth_fac=0.5000, weight_decay = 0.0001, mean test accuracy: 0.7167
2023-06-16 19:04:21,732: Parameter set 0368: hidden_dim = 32, lr=0.0090, smooth_fac=0.5000, weight_decay = 0.0003, mean test accuracy: 0.7357
2023-06-16 19:04:29,397: Parameter set 0369: hidden_dim = 32, lr=0.0090, smooth_fac=0.5000, weight_decay = 0.0005, mean test accuracy: 0.6797
2023-06-16 19:04:36,977: Parameter set 0370: hidden_dim = 08, lr=0.0090, smooth_fac=0.6000, weight_decay = 0.0001, mean test accuracy: 0.734
2023-06-16 19:04:44,503: Parameter set 0371: hidden_dim = 08, lr=0.0090, smooth_fac=0.6000, weight_decay = 0.0003, mean test accuracy: 0.7443
2023-06-16 19:04:52,174: Parameter set 0372: hidden_dim = 08, lr=0.0090, smooth_fac=0.6000, weight_decay = 0.0005, mean test accuracy: 0.7193
2023-06-16 19:04:59,677: Parameter set 0373: hidden_dim = 16, lr=0.0090, smooth_fac=0.6000, weight_decay = 0.0001, mean test accuracy: 0.7373
2023-06-16 19:05:07,344: Parameter set 0374: hidden_dim = 16, lr=0.0090, smooth_fac=0.6000, weight_decay = 0.0003, mean test accuracy: 0.748
2023-06-16 19:05:14,752: Parameter set 0375: hidden_dim = 16, lr=0.0090, smooth_fac=0.6000, weight_decay = 0.0005, mean test accuracy: 0.7337
2023-06-16 19:05:22,287: Parameter set 0376: hidden_dim = 32, lr=0.0090, smooth_fac=0.6000, weight_decay = 0.0001, mean test accuracy: 0.7263
2023-06-16 19:05:29,840: Parameter set 0377: hidden_dim = 32, lr=0.0090, smooth_fac=0.6000, weight_decay = 0.0003, mean test accuracy: 0.7493
2023-06-16 19:05:38,213: Parameter set 0378: hidden_dim = 32, lr=0.0090, smooth_fac=0.6000, weight_decay = 0.0005, mean test accuracy: 0.7537
2023-06-16 19:05:47,525: Parameter set 0379: hidden_dim = 08, lr=0.0090, smooth_fac=0.7000, weight_decay = 0.0001, mean test accuracy: 0.7643
2023-06-16 19:05:55,214: Parameter set 0380: hidden_dim = 08, lr=0.0090, smooth_fac=0.7000, weight_decay = 0.0003, mean test accuracy: 0.7477
2023-06-16 19:06:02,700: Parameter set 0381: hidden_dim = 08, lr=0.0090, smooth_fac=0.7000, weight_decay = 0.0005, mean test accuracy: 0.7537
2023-06-16 19:06:10,140: Parameter set 0382: hidden_dim = 16, lr=0.0090, smooth_fac=0.7000, weight_decay = 0.0001, mean test accuracy: 0.748
2023-06-16 19:06:17,589: Parameter set 0383: hidden_dim = 16, lr=0.0090, smooth_fac=0.7000, weight_decay = 0.0003, mean test accuracy: 0.754
2023-06-16 19:06:24,999: Parameter set 0384: hidden_dim = 16, lr=0.0090, smooth_fac=0.7000, weight_decay = 0.0005, mean test accuracy: 0.7517
2023-06-16 19:06:32,364: Parameter set 0385: hidden_dim = 32, lr=0.0090, smooth_fac=0.7000, weight_decay = 0.0001, mean test accuracy: 0.746
2023-06-16 19:06:39,700: Parameter set 0386: hidden_dim = 32, lr=0.0090, smooth_fac=0.7000, weight_decay = 0.0003, mean test accuracy: 0.7323
2023-06-16 19:06:47,218: Parameter set 0387: hidden_dim = 32, lr=0.0090, smooth_fac=0.7000, weight_decay = 0.0005, mean test accuracy: 0.7533
2023-06-16 19:06:54,793: Parameter set 0388: hidden_dim = 08, lr=0.0090, smooth_fac=0.8000, weight_decay = 0.0001, mean test accuracy: 0.7427
2023-06-16 19:07:02,364: Parameter set 0389: hidden_dim = 08, lr=0.0090, smooth_fac=0.8000, weight_decay = 0.0003, mean test accuracy: 0.7443
2023-06-16 19:07:09,841: Parameter set 0390: hidden_dim = 08, lr=0.0090, smooth_fac=0.8000, weight_decay = 0.0005, mean test accuracy: 0.7607
2023-06-16 19:07:17,466: Parameter set 0391: hidden_dim = 16, lr=0.0090, smooth_fac=0.8000, weight_decay = 0.0001, mean test accuracy: 0.73
2023-06-16 19:07:25,487: Parameter set 0392: hidden_dim = 16, lr=0.0090, smooth_fac=0.8000, weight_decay = 0.0003, mean test accuracy: 0.7367
2023-06-16 19:07:36,517: Parameter set 0393: hidden_dim = 16, lr=0.0090, smooth_fac=0.8000, weight_decay = 0.0005, mean test accuracy: 0.7507
2023-06-16 19:07:48,330: Parameter set 0394: hidden_dim = 32, lr=0.0090, smooth_fac=0.8000, weight_decay = 0.0001, mean test accuracy: 0.7467
2023-06-16 19:07:57,597: Parameter set 0395: hidden_dim = 32, lr=0.0090, smooth_fac=0.8000, weight_decay = 0.0003, mean test accuracy: 0.7237
2023-06-16 19:08:04,930: Parameter set 0396: hidden_dim = 32, lr=0.0090, smooth_fac=0.8000, weight_decay = 0.0005, mean test accuracy: 0.755
2023-06-16 19:08:12,625: Parameter set 0397: hidden_dim = 08, lr=0.0090, smooth_fac=0.9000, weight_decay = 0.0001, mean test accuracy: 0.6917
2023-06-16 19:08:20,557: Parameter set 0398: hidden_dim = 08, lr=0.0090, smooth_fac=0.9000, weight_decay = 0.0003, mean test accuracy: 0.74
2023-06-16 19:08:28,365: Parameter set 0399: hidden_dim = 08, lr=0.0090, smooth_fac=0.9000, weight_decay = 0.0005, mean test accuracy: 0.7247
2023-06-16 19:08:35,835: Parameter set 0400: hidden_dim = 16, lr=0.0090, smooth_fac=0.9000, weight_decay = 0.0001, mean test accuracy: 0.7197
2023-06-16 19:08:43,240: Parameter set 0401: hidden_dim = 16, lr=0.0090, smooth_fac=0.9000, weight_decay = 0.0003, mean test accuracy: 0.708
2023-06-16 19:08:50,686: Parameter set 0402: hidden_dim = 16, lr=0.0090, smooth_fac=0.9000, weight_decay = 0.0005, mean test accuracy: 0.738
2023-06-16 19:08:58,032: Parameter set 0403: hidden_dim = 32, lr=0.0090, smooth_fac=0.9000, weight_decay = 0.0001, mean test accuracy: 0.733
2023-06-16 19:09:05,462: Parameter set 0404: hidden_dim = 32, lr=0.0090, smooth_fac=0.9000, weight_decay = 0.0003, mean test accuracy: 0.7237
2023-06-16 19:09:12,961: Parameter set 0405: hidden_dim = 32, lr=0.0090, smooth_fac=0.9000, weight_decay = 0.0005, mean test accuracy: 0.7303
2023-06-16 19:09:20,991: Parameter set 0406: hidden_dim = 08, lr=0.0095, smooth_fac=0.5000, weight_decay = 0.0001, mean test accuracy: 0.7257
2023-06-16 19:09:29,895: Parameter set 0407: hidden_dim = 08, lr=0.0095, smooth_fac=0.5000, weight_decay = 0.0003, mean test accuracy: 0.75
2023-06-16 19:09:37,756: Parameter set 0408: hidden_dim = 08, lr=0.0095, smooth_fac=0.5000, weight_decay = 0.0005, mean test accuracy: 0.717
2023-06-16 19:09:45,048: Parameter set 0409: hidden_dim = 16, lr=0.0095, smooth_fac=0.5000, weight_decay = 0.0001, mean test accuracy: 0.7417
2023-06-16 19:09:52,637: Parameter set 0410: hidden_dim = 16, lr=0.0095, smooth_fac=0.5000, weight_decay = 0.0003, mean test accuracy: 0.705
2023-06-16 19:09:59,995: Parameter set 0411: hidden_dim = 16, lr=0.0095, smooth_fac=0.5000, weight_decay = 0.0005, mean test accuracy: 0.7483
2023-06-16 19:10:07,292: Parameter set 0412: hidden_dim = 32, lr=0.0095, smooth_fac=0.5000, weight_decay = 0.0001, mean test accuracy: 0.7177
2023-06-16 19:10:14,697: Parameter set 0413: hidden_dim = 32, lr=0.0095, smooth_fac=0.5000, weight_decay = 0.0003, mean test accuracy: 0.723
2023-06-16 19:10:22,809: Parameter set 0414: hidden_dim = 32, lr=0.0095, smooth_fac=0.5000, weight_decay = 0.0005, mean test accuracy: 0.696
2023-06-16 19:10:30,325: Parameter set 0415: hidden_dim = 08, lr=0.0095, smooth_fac=0.6000, weight_decay = 0.0001, mean test accuracy: 0.7113
2023-06-16 19:10:37,821: Parameter set 0416: hidden_dim = 08, lr=0.0095, smooth_fac=0.6000, weight_decay = 0.0003, mean test accuracy: 0.7247
2023-06-16 19:10:45,279: Parameter set 0417: hidden_dim = 08, lr=0.0095, smooth_fac=0.6000, weight_decay = 0.0005, mean test accuracy: 0.7437
2023-06-16 19:10:52,696: Parameter set 0418: hidden_dim = 16, lr=0.0095, smooth_fac=0.6000, weight_decay = 0.0001, mean test accuracy: 0.7577
2023-06-16 19:10:59,971: Parameter set 0419: hidden_dim = 16, lr=0.0095, smooth_fac=0.6000, weight_decay = 0.0003, mean test accuracy: 0.7397
2023-06-16 19:11:07,376: Parameter set 0420: hidden_dim = 16, lr=0.0095, smooth_fac=0.6000, weight_decay = 0.0005, mean test accuracy: 0.7543
2023-06-16 19:11:14,721: Parameter set 0421: hidden_dim = 32, lr=0.0095, smooth_fac=0.6000, weight_decay = 0.0001, mean test accuracy: 0.729
2023-06-16 19:11:22,355: Parameter set 0422: hidden_dim = 32, lr=0.0095, smooth_fac=0.6000, weight_decay = 0.0003, mean test accuracy: 0.73
2023-06-16 19:11:29,894: Parameter set 0423: hidden_dim = 32, lr=0.0095, smooth_fac=0.6000, weight_decay = 0.0005, mean test accuracy: 0.759
2023-06-16 19:11:37,243: Parameter set 0424: hidden_dim = 08, lr=0.0095, smooth_fac=0.7000, weight_decay = 0.0001, mean test accuracy: 0.7473
2023-06-16 19:11:44,632: Parameter set 0425: hidden_dim = 08, lr=0.0095, smooth_fac=0.7000, weight_decay = 0.0003, mean test accuracy: 0.749
2023-06-16 19:11:52,251: Parameter set 0426: hidden_dim = 08, lr=0.0095, smooth_fac=0.7000, weight_decay = 0.0005, mean test accuracy: 0.747
2023-06-16 19:11:59,878: Parameter set 0427: hidden_dim = 16, lr=0.0095, smooth_fac=0.7000, weight_decay = 0.0001, mean test accuracy: 0.754
2023-06-16 19:12:07,338: Parameter set 0428: hidden_dim = 16, lr=0.0095, smooth_fac=0.7000, weight_decay = 0.0003, mean test accuracy: 0.7573
2023-06-16 19:12:14,690: Parameter set 0429: hidden_dim = 16, lr=0.0095, smooth_fac=0.7000, weight_decay = 0.0005, mean test accuracy: 0.7367
2023-06-16 19:12:23,725: Parameter set 0430: hidden_dim = 32, lr=0.0095, smooth_fac=0.7000, weight_decay = 0.0001, mean test accuracy: 0.751
2023-06-16 19:12:32,315: Parameter set 0431: hidden_dim = 32, lr=0.0095, smooth_fac=0.7000, weight_decay = 0.0003, mean test accuracy: 0.7587
2023-06-16 19:12:39,599: Parameter set 0432: hidden_dim = 32, lr=0.0095, smooth_fac=0.7000, weight_decay = 0.0005, mean test accuracy: 0.756
2023-06-16 19:12:47,209: Parameter set 0433: hidden_dim = 08, lr=0.0095, smooth_fac=0.8000, weight_decay = 0.0001, mean test accuracy: 0.74
2023-06-16 19:12:54,872: Parameter set 0434: hidden_dim = 08, lr=0.0095, smooth_fac=0.8000, weight_decay = 0.0003, mean test accuracy: 0.7593
2023-06-16 19:13:02,451: Parameter set 0435: hidden_dim = 08, lr=0.0095, smooth_fac=0.8000, weight_decay = 0.0005, mean test accuracy: 0.7487
2023-06-16 19:13:12,520: Parameter set 0436: hidden_dim = 16, lr=0.0095, smooth_fac=0.8000, weight_decay = 0.0001, mean test accuracy: 0.7577
2023-06-16 19:13:20,243: Parameter set 0437: hidden_dim = 16, lr=0.0095, smooth_fac=0.8000, weight_decay = 0.0003, mean test accuracy: 0.7497
2023-06-16 19:13:27,935: Parameter set 0438: hidden_dim = 16, lr=0.0095, smooth_fac=0.8000, weight_decay = 0.0005, mean test accuracy: 0.751
2023-06-16 19:13:35,301: Parameter set 0439: hidden_dim = 32, lr=0.0095, smooth_fac=0.8000, weight_decay = 0.0001, mean test accuracy: 0.7403
2023-06-16 19:13:42,612: Parameter set 0440: hidden_dim = 32, lr=0.0095, smooth_fac=0.8000, weight_decay = 0.0003, mean test accuracy: 0.7587
2023-06-16 19:13:49,901: Parameter set 0441: hidden_dim = 32, lr=0.0095, smooth_fac=0.8000, weight_decay = 0.0005, mean test accuracy: 0.7507
2023-06-16 19:13:57,175: Parameter set 0442: hidden_dim = 08, lr=0.0095, smooth_fac=0.9000, weight_decay = 0.0001, mean test accuracy: 0.7233
2023-06-16 19:14:05,385: Parameter set 0443: hidden_dim = 08, lr=0.0095, smooth_fac=0.9000, weight_decay = 0.0003, mean test accuracy: 0.729
2023-06-16 19:14:14,971: Parameter set 0444: hidden_dim = 08, lr=0.0095, smooth_fac=0.9000, weight_decay = 0.0005, mean test accuracy: 0.7517
2023-06-16 19:14:22,760: Parameter set 0445: hidden_dim = 16, lr=0.0095, smooth_fac=0.9000, weight_decay = 0.0001, mean test accuracy: 0.7187
2023-06-16 19:14:30,947: Parameter set 0446: hidden_dim = 16, lr=0.0095, smooth_fac=0.9000, weight_decay = 0.0003, mean test accuracy: 0.716
2023-06-16 19:14:39,643: Parameter set 0447: hidden_dim = 16, lr=0.0095, smooth_fac=0.9000, weight_decay = 0.0005, mean test accuracy: 0.7407
2023-06-16 19:14:48,477: Parameter set 0448: hidden_dim = 32, lr=0.0095, smooth_fac=0.9000, weight_decay = 0.0001, mean test accuracy: 0.729
2023-06-16 19:14:57,509: Parameter set 0449: hidden_dim = 32, lr=0.0095, smooth_fac=0.9000, weight_decay = 0.0003, mean test accuracy: 0.7377
2023-06-16 19:15:05,059: Parameter set 0450: hidden_dim = 32, lr=0.0095, smooth_fac=0.9000, weight_decay = 0.0005, mean test accuracy: 0.7233
2023-06-16 19:15:05,059: --> Experiment finished. Best accuracy: 0.7747, parameters: lr=0.0080, smooth_fac=0.7000, hid_dim=8, weight decay=5.00e-04
2023-06-16 19:20:11,867: Experiment begins, dataset: Cora
2023-06-16 19:20:19,255: Parameter set 0001: hidden_dim = 08, lr=0.0100, smooth_fac=0.5000, weight_decay = 0.0001, mean test accuracy: 0.7303
2023-06-16 19:20:26,801: Parameter set 0002: hidden_dim = 08, lr=0.0100, smooth_fac=0.5000, weight_decay = 0.0003, mean test accuracy: 0.7273
2023-06-16 19:20:34,108: Parameter set 0003: hidden_dim = 08, lr=0.0100, smooth_fac=0.5000, weight_decay = 0.0005, mean test accuracy: 0.7113
2023-06-16 19:20:42,938: Parameter set 0004: hidden_dim = 16, lr=0.0100, smooth_fac=0.5000, weight_decay = 0.0001, mean test accuracy: 0.722
2023-06-16 19:20:51,288: Parameter set 0005: hidden_dim = 16, lr=0.0100, smooth_fac=0.5000, weight_decay = 0.0003, mean test accuracy: 0.743
2023-06-16 19:20:59,691: Parameter set 0006: hidden_dim = 16, lr=0.0100, smooth_fac=0.5000, weight_decay = 0.0005, mean test accuracy: 0.7203
2023-06-16 19:21:07,502: Parameter set 0007: hidden_dim = 32, lr=0.0100, smooth_fac=0.5000, weight_decay = 0.0001, mean test accuracy: 0.7017
2023-06-16 19:21:14,876: Parameter set 0008: hidden_dim = 32, lr=0.0100, smooth_fac=0.5000, weight_decay = 0.0003, mean test accuracy: 0.7413
2023-06-16 19:21:22,641: Parameter set 0009: hidden_dim = 32, lr=0.0100, smooth_fac=0.5000, weight_decay = 0.0005, mean test accuracy: 0.7333
2023-06-16 19:21:30,018: Parameter set 0010: hidden_dim = 08, lr=0.0100, smooth_fac=0.6000, weight_decay = 0.0001, mean test accuracy: 0.758
2023-06-16 19:21:37,685: Parameter set 0011: hidden_dim = 08, lr=0.0100, smooth_fac=0.6000, weight_decay = 0.0003, mean test accuracy: 0.7477
2023-06-16 19:21:46,358: Parameter set 0012: hidden_dim = 08, lr=0.0100, smooth_fac=0.6000, weight_decay = 0.0005, mean test accuracy: 0.7373
2023-06-16 19:21:54,202: Parameter set 0013: hidden_dim = 16, lr=0.0100, smooth_fac=0.6000, weight_decay = 0.0001, mean test accuracy: 0.7487
2023-06-16 19:22:02,681: Parameter set 0014: hidden_dim = 16, lr=0.0100, smooth_fac=0.6000, weight_decay = 0.0003, mean test accuracy: 0.744
2023-06-16 19:22:10,983: Parameter set 0015: hidden_dim = 16, lr=0.0100, smooth_fac=0.6000, weight_decay = 0.0005, mean test accuracy: 0.7247
2023-06-16 19:22:19,114: Parameter set 0016: hidden_dim = 32, lr=0.0100, smooth_fac=0.6000, weight_decay = 0.0001, mean test accuracy: 0.7153
2023-06-16 19:22:27,399: Parameter set 0017: hidden_dim = 32, lr=0.0100, smooth_fac=0.6000, weight_decay = 0.0003, mean test accuracy: 0.7673
2023-06-16 19:22:35,631: Parameter set 0018: hidden_dim = 32, lr=0.0100, smooth_fac=0.6000, weight_decay = 0.0005, mean test accuracy: 0.7313
2023-06-16 19:22:43,741: Parameter set 0019: hidden_dim = 08, lr=0.0100, smooth_fac=0.7000, weight_decay = 0.0001, mean test accuracy: 0.764
2023-06-16 19:22:52,069: Parameter set 0020: hidden_dim = 08, lr=0.0100, smooth_fac=0.7000, weight_decay = 0.0003, mean test accuracy: 0.7367
2023-06-16 19:23:00,819: Parameter set 0021: hidden_dim = 08, lr=0.0100, smooth_fac=0.7000, weight_decay = 0.0005, mean test accuracy: 0.764
2023-06-16 19:23:08,984: Parameter set 0022: hidden_dim = 16, lr=0.0100, smooth_fac=0.7000, weight_decay = 0.0001, mean test accuracy: 0.756
2023-06-16 19:23:16,091: Parameter set 0023: hidden_dim = 16, lr=0.0100, smooth_fac=0.7000, weight_decay = 0.0003, mean test accuracy: 0.7493
2023-06-16 19:23:23,390: Parameter set 0024: hidden_dim = 16, lr=0.0100, smooth_fac=0.7000, weight_decay = 0.0005, mean test accuracy: 0.741
2023-06-16 19:23:30,518: Parameter set 0025: hidden_dim = 32, lr=0.0100, smooth_fac=0.7000, weight_decay = 0.0001, mean test accuracy: 0.7497
2023-06-16 19:23:38,411: Parameter set 0026: hidden_dim = 32, lr=0.0100, smooth_fac=0.7000, weight_decay = 0.0003, mean test accuracy: 0.758
2023-06-16 19:23:46,929: Parameter set 0027: hidden_dim = 32, lr=0.0100, smooth_fac=0.7000, weight_decay = 0.0005, mean test accuracy: 0.7503
2023-06-16 19:23:54,595: Parameter set 0028: hidden_dim = 08, lr=0.0100, smooth_fac=0.8000, weight_decay = 0.0001, mean test accuracy: 0.7617
2023-06-16 19:24:01,724: Parameter set 0029: hidden_dim = 08, lr=0.0100, smooth_fac=0.8000, weight_decay = 0.0003, mean test accuracy: 0.7563
2023-06-16 19:24:09,597: Parameter set 0030: hidden_dim = 08, lr=0.0100, smooth_fac=0.8000, weight_decay = 0.0005, mean test accuracy: 0.7483
2023-06-16 19:24:17,756: Parameter set 0031: hidden_dim = 16, lr=0.0100, smooth_fac=0.8000, weight_decay = 0.0001, mean test accuracy: 0.7603
2023-06-16 19:24:26,463: Parameter set 0032: hidden_dim = 16, lr=0.0100, smooth_fac=0.8000, weight_decay = 0.0003, mean test accuracy: 0.729
2023-06-16 19:24:34,561: Parameter set 0033: hidden_dim = 16, lr=0.0100, smooth_fac=0.8000, weight_decay = 0.0005, mean test accuracy: 0.7433
2023-06-16 19:24:42,113: Parameter set 0034: hidden_dim = 32, lr=0.0100, smooth_fac=0.8000, weight_decay = 0.0001, mean test accuracy: 0.7393
2023-06-16 19:24:49,641: Parameter set 0035: hidden_dim = 32, lr=0.0100, smooth_fac=0.8000, weight_decay = 0.0003, mean test accuracy: 0.756
2023-06-16 19:24:57,043: Parameter set 0036: hidden_dim = 32, lr=0.0100, smooth_fac=0.8000, weight_decay = 0.0005, mean test accuracy: 0.723
2023-06-16 19:25:05,074: Parameter set 0037: hidden_dim = 08, lr=0.0100, smooth_fac=0.9000, weight_decay = 0.0001, mean test accuracy: 0.745
2023-06-16 19:25:13,348: Parameter set 0038: hidden_dim = 08, lr=0.0100, smooth_fac=0.9000, weight_decay = 0.0003, mean test accuracy: 0.7293
2023-06-16 19:25:21,879: Parameter set 0039: hidden_dim = 08, lr=0.0100, smooth_fac=0.9000, weight_decay = 0.0005, mean test accuracy: 0.7293
2023-06-16 19:25:30,646: Parameter set 0040: hidden_dim = 16, lr=0.0100, smooth_fac=0.9000, weight_decay = 0.0001, mean test accuracy: 0.7283
2023-06-16 19:25:37,940: Parameter set 0041: hidden_dim = 16, lr=0.0100, smooth_fac=0.9000, weight_decay = 0.0003, mean test accuracy: 0.7293
2023-06-16 19:25:45,213: Parameter set 0042: hidden_dim = 16, lr=0.0100, smooth_fac=0.9000, weight_decay = 0.0005, mean test accuracy: 0.7203
2023-06-16 19:25:52,576: Parameter set 0043: hidden_dim = 32, lr=0.0100, smooth_fac=0.9000, weight_decay = 0.0001, mean test accuracy: 0.7223
2023-06-16 19:25:59,636: Parameter set 0044: hidden_dim = 32, lr=0.0100, smooth_fac=0.9000, weight_decay = 0.0003, mean test accuracy: 0.731
2023-06-16 19:26:06,838: Parameter set 0045: hidden_dim = 32, lr=0.0100, smooth_fac=0.9000, weight_decay = 0.0005, mean test accuracy: 0.7403
2023-06-16 19:26:06,839: --> Experiment finished. Best accuracy: 0.7673, parameters: lr=0.0100, smooth_fac=0.6000, hid_dim=32, weight decay=3.00e-04
2023-06-16 19:28:11,780: Experiment begins, dataset: Cora
2023-06-16 19:28:19,027: Parameter set 0001: hidden_dim = 08, lr=0.0105, smooth_fac=0.5000, weight_decay = 0.0001, mean test accuracy: 0.7413
2023-06-16 19:28:26,451: Parameter set 0002: hidden_dim = 08, lr=0.0105, smooth_fac=0.5000, weight_decay = 0.0003, mean test accuracy: 0.7313
2023-06-16 19:28:34,259: Parameter set 0003: hidden_dim = 08, lr=0.0105, smooth_fac=0.5000, weight_decay = 0.0005, mean test accuracy: 0.745
2023-06-16 19:28:42,776: Parameter set 0004: hidden_dim = 16, lr=0.0105, smooth_fac=0.5000, weight_decay = 0.0001, mean test accuracy: 0.7243
2023-06-16 19:28:52,819: Parameter set 0005: hidden_dim = 16, lr=0.0105, smooth_fac=0.5000, weight_decay = 0.0003, mean test accuracy: 0.7273
2023-06-16 19:29:00,302: Parameter set 0006: hidden_dim = 16, lr=0.0105, smooth_fac=0.5000, weight_decay = 0.0005, mean test accuracy: 0.682
2023-06-16 19:29:08,091: Parameter set 0007: hidden_dim = 32, lr=0.0105, smooth_fac=0.5000, weight_decay = 0.0001, mean test accuracy: 0.7147
2023-06-16 19:29:17,239: Parameter set 0008: hidden_dim = 32, lr=0.0105, smooth_fac=0.5000, weight_decay = 0.0003, mean test accuracy: 0.745
2023-06-16 19:29:26,150: Parameter set 0009: hidden_dim = 32, lr=0.0105, smooth_fac=0.5000, weight_decay = 0.0005, mean test accuracy: 0.7603
2023-06-16 19:29:33,432: Parameter set 0010: hidden_dim = 08, lr=0.0105, smooth_fac=0.6000, weight_decay = 0.0001, mean test accuracy: 0.745
2023-06-16 19:29:40,564: Parameter set 0011: hidden_dim = 08, lr=0.0105, smooth_fac=0.6000, weight_decay = 0.0003, mean test accuracy: 0.7473
2023-06-16 19:29:47,836: Parameter set 0012: hidden_dim = 08, lr=0.0105, smooth_fac=0.6000, weight_decay = 0.0005, mean test accuracy: 0.7747
2023-06-16 19:29:55,262: Parameter set 0013: hidden_dim = 16, lr=0.0105, smooth_fac=0.6000, weight_decay = 0.0001, mean test accuracy: 0.7147
2023-06-16 19:30:02,592: Parameter set 0014: hidden_dim = 16, lr=0.0105, smooth_fac=0.6000, weight_decay = 0.0003, mean test accuracy: 0.7273
2023-06-16 19:30:09,760: Parameter set 0015: hidden_dim = 16, lr=0.0105, smooth_fac=0.6000, weight_decay = 0.0005, mean test accuracy: 0.7557
